	index	Date	Longitude	Latitude	Location	Crime type	StreetNumber	Street	Locality	AdministrativeAreaLevel2	AdministrativeAreaLevel1	Country	PostCode
1484	3931	2015-10	-5.943401000000001	54.614408	On or near Harcourt Drive	Anti-social behaviour	47	Manor St	Belfast	Belfast	Northern Ireland	United Kingdom	BT14
1485	2897	2017-02	-7.321718	54.998507	On or near Strand Road	Anti-social behaviour	1-3	Custom House St	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7AY
1486	1773	2016-07	-5.938485	54.618871	On or near Antrim Road	Anti-social behaviour	4	Camberwell Terrace	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 3AS
1487	3207	2016-01	-5.919912999999999	54.60841800000001	On or near Princes Dock Street	Anti-social behaviour	15	Short St	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 1DY
1488	1876	2015-08	-6.786225	54.701078	On or near 	Anti-social behaviour	12	Dunmore Ln		Cookstown	Northern Ireland	United Kingdom	BT80 9UF
1489	3553	2016-07	-7.306811	54.996697999999995	On or near Emerson Street	Anti-social behaviour	26	Emerson St	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 6EL
1490	1359	2016-06	-6.6544360000000005	54.346056000000004	On or near Ogle Street	Anti-social behaviour		Dobbin St	Armagh	Armagh	Northern Ireland	United Kingdom	BT61 7PX
1491	2718	2016-05	-6.455866	54.412176	On or near Brownstown Road	Anti-social behaviour	97	A27	Portadown	Craigavon	Northern Ireland	United Kingdom	BT62
1492	2575	2015-01	-6.770846000000001	54.50204	On or near Barrack Street	Anti-social behaviour	7	Barrack St	Dungannon	Dungannon and South Tyrone	Northern Ireland	United Kingdom	
1493	1038	2016-12	-6.277394999999999	54.3557	On or near 	Anti-social behaviour	12	Edenderry Gardens	Banbridge	Banbridge	Northern Ireland	United Kingdom	BT32 3BQ
1494	5638	2015-10	-5.829779	54.731027000000005	On or near Hillview Road	Anti-social behaviour	25	Hillview Ct	Carrickfergus	Carrickfergus	Northern Ireland	United Kingdom	BT38 9RQ
1495	405	2016-07	-5.928844000000001	54.582811	On or near 	Anti-social behaviour	2-6	Rugby Parade	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1PY
1496	5238	2016-03	-5.702351	54.595523	On or near West Street	Anti-social behaviour	38-50	West St	Newtownards	Ards	Northern Ireland	United Kingdom	BT23
1497	1957	2017-04	-6.184808	54.717602	On or near Devon Square	Anti-social behaviour	30	Rathenraw Industrial Estate	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 2SD
1498	972	2016-07	-7.268960000000001	55.052062	On or near Ardan Road	Anti-social behaviour	2	Ardan Rd		Derry	Northern Ireland	United Kingdom	BT48 8JN
1499	4729	2016-05	-5.757835	54.551745	On or near Londonderry Avenue	Anti-social behaviour	3	Londonderry Ave	Comber	Ards	Northern Ireland	United Kingdom	BT23 5GX
1500	1571	2015-01	-5.526939	54.60729499999999	On or near Shore Road	Anti-social behaviour	13-15	Shore Rd	Millisle	Ards	Northern Ireland	United Kingdom	BT22
1501	2079	2015-05	-6.312576	54.470428000000005	On or near Kilmore Road	Anti-social behaviour	38-48	Kilmore Rd	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT67
1502	3768	2016-04	-6.069786	54.528079000000005	On or near Nettlehill Road	Anti-social behaviour	107	Nettlehill Rd	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 3AP
1503	2117	2015-06	-5.970868	54.624602	On or near Silverstream Drive	Anti-social behaviour	27	Silverstream Dr	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 8GQ
1504	4824	2017-03	-6.515394000000001	55.231876	On or near Causeway Road	Anti-social behaviour	30	Causeway Rd		Moyle	Northern Ireland	United Kingdom	BT57 8SU
1505	3750	2016-02	-5.905018	54.584988	On or near Chesham Grove	Anti-social behaviour	17	Chesham Grove	Belfast	Belfast	Northern Ireland	United Kingdom	BT6 8GU
1506	1546	2015-09	-5.9202069999999996	54.608718999999994	On or near Dock Street	Anti-social behaviour	65	Dock St	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 1LF
1507	722	2016-07	-6.43329	54.427761	On or near Bridge Street	Anti-social behaviour	144	Bridge St	Portadown	Craigavon	Northern Ireland	United Kingdom	BT63 5AP
1508	1888	2015-09	-5.640103	54.249611	On or near Fishermans Row	Anti-social behaviour	10	Fishermans Row	Killough	County Down	Northern Ireland	United Kingdom	BT30 7QP
1509	1554	2016-03	-5.702872	54.64808000000001	On or near Ballyhalbert Gardens	Anti-social behaviour	55	Ballyhalbert Gardens	Bangor	North Down	Northern Ireland	United Kingdom	BT19 1SF
1510	190	2016-04	-5.886108999999999	54.523839	On or near Baronscourt Close	Anti-social behaviour	8	Baronscourt Cl	Carryduff	Castlereagh	Northern Ireland	United Kingdom	BT8 8BG
1511	3545	2017-04	-5.702623	54.312965000000005	On or near Cloonagh Road	Anti-social behaviour	10	Cloonagh Rd	Downpatrick	County Down	Northern Ireland	United Kingdom	BT30 8SG
1512	2304	2014-11	-7.396172	54.557573	On or near O'Brien Park	Anti-social behaviour	22-2	O'Brien Park		Omagh	Northern Ireland	United Kingdom	BT78 5BS
1513	920	2014-10	-5.919128	54.664111	On or near Rosslea Way	Anti-social behaviour	2-4	Rosslea Way		Newtownabbey	Northern Ireland	United Kingdom	BT37 9BZ
1514	2216	2015-10	-5.700807	54.653907999999994	On or near Killeen Drive	Anti-social behaviour	24	Killeen Dr	Bangor	North Down	Northern Ireland	United Kingdom	BT19 1NQ
1515	2974	2014-10	-5.902218	54.593709	On or near Castlereagh Street	Anti-social behaviour		Castlereagh St	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 4NJ
1516	1788	2015-09	-5.874844	54.598209	On or near Dundela Gardens	Anti-social behaviour	1-15	Dundela Gardens	Belfast	Belfast	Northern Ireland	United Kingdom	BT4
1517	2309	2014-11	-5.663752	54.664736	On or near Stanley Road	Anti-social behaviour	8	Stanley Rd	Bangor	North Down	Northern Ireland	United Kingdom	BT20 5EL
1518	3050	2016-04	-6.597859	54.697104	On or near Eglish Close	Anti-social behaviour	2-8	Eglish Cl		Cookstown	Northern Ireland	United Kingdom	BT45 7SQ
1519	2079	2015-01	-6.270805	54.866461	On or near Broadway Avenue	Anti-social behaviour	46	Broadway Ave	Ballymena	Ballymena	Northern Ireland	United Kingdom	BT43 7AG
1520	5308	2015-10	-6.431092	54.306567	On or near Crewmore Road	Anti-social behaviour	4	Crewmore Rd	Tandragee	Armagh	Northern Ireland	United Kingdom	BT62 2JA
1521	772	2015-10	-5.912346	54.55364	On or near Woodbreda Avenue	Anti-social behaviour	30	Woodbreda Ave	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT8
1522	268	2015-12	-5.891737	54.598018999999994	On or near Connswater Street	Anti-social behaviour	406A	Upper Newtownards Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT4 3EZ
1523	1666	2016-12	-6.3700019999999995	54.451108999999995	On or near Rowan Manor	Anti-social behaviour	34	Rowan Manor	Tullygally	Craigavon	Northern Ireland	United Kingdom	BT65 5AZ
1524	923	2015-02	-5.88865	54.593078000000006	On or near Beersbridge Road	Anti-social behaviour	298	B505	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 5ES
1525	3140	2016-08	-5.899053	54.570751	On or near 	Anti-social behaviour	23	Bannagh Corner		Castlereagh	Northern Ireland	United Kingdom	BT6 0EJ
1526	3743	2016-09	-6.199251	54.722974	On or near Oaktree Drive	Anti-social behaviour	54	Oaktree Dr	Antrim	Antrim	Northern Ireland	United Kingdom	BT41 1DB
1527	2643	2016-04	-5.929149	54.5896	On or near Elm Street	Anti-social behaviour	24	Elm St	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1ES
1528	2681	2016-01	-5.925296	54.668377	On or near Derrycoole Way	Anti-social behaviour	215	Derrycoole Way		Newtownabbey	Northern Ireland	United Kingdom	BT37
1529	5545	2016-10	-5.890219999999999	54.574991000000004	On or near Rochester Avenue	Anti-social behaviour	91	Rochester Ave	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT6
1530	3249	2016-05	-5.935601	54.615901	On or near Newington Avenue	Anti-social behaviour	16	Newington Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT15 2HP
1531	2054	2014-12	-5.902705	54.598381	On or near 	Anti-social behaviour	37	Templemore Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT5 4FP
1532	299	2016-04	-7.638603	54.362182	On or near Derrygore Road	Anti-social behaviour		A32		Fermanagh	Northern Ireland	United Kingdom	BT74 4RY
1533	2562	2017-02	-6.6467149999999995	55.126477	On or near 	Anti-social behaviour		Loguestown Industrial Estate	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT52 2JB
1534	3235	2016-07	-5.97098	54.588763	On or near 	Anti-social behaviour	9	Whiterock Rd	Belfast	Belfast	Northern Ireland	United Kingdom	BT12
1535	1859	2016-07	-7.3291960000000005	55.003552	On or near De Burgh Square	Anti-social behaviour	11	Academy Rd	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 7JY
1536	1900	2016-06	-5.84981	54.556408	On or near Ballygowan Road	Anti-social behaviour	126	A23		Castlereagh	Northern Ireland	United Kingdom	BT5
1537	5520	2016-10	-7.312772	54.37708000000001	On or near Spout Road	Anti-social behaviour	21	Spout Rd	Fivemiletown	Dungannon and South Tyrone	Northern Ireland	United Kingdom	BT75 0PD
1538	1949	2015-01	-5.9479809999999995	54.692529	On or near Hollyvale	Anti-social behaviour	8	Hollyvale		Newtownabbey	Northern Ireland	United Kingdom	BT36 5NG
1539	4806	2016-03	-6.023187	54.551567000000006	On or near Laburnum Walk	Anti-social behaviour	2K	Laburnum Green	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 0BN
1540	1110	2015-11	-7.627793	54.343024	On or near Tempo Road	Anti-social behaviour	2	B80	Enniskillen	Fermanagh	Northern Ireland	United Kingdom	BT74 6HT
1541	3752	2014-11	-5.94958	54.583586	On or near 	Anti-social behaviour	80	Tates Ave	Belfast	Belfast	Northern Ireland	United Kingdom	BT9 7BZ
1542	901	2015-07	-6.128037	54.877010999999996	On or near Racavan Road	Anti-social behaviour	55	Racavan Rd	Broughshane	Ballymena	Northern Ireland	United Kingdom	BT42 4PH
1543	844	2015-07	-6.071519	54.515572999999996	On or near Causeway End Gardens	Anti-social behaviour	15	Causeway End Gardens	Lisburn	Lisburn	Northern Ireland	United Kingdom	BT28 2EF
1544	3167	2016-08	-5.891343	54.2222	On or near Burrendale Park Road	Anti-social behaviour	5	Bracken Ave	Newcastle	County Down	Northern Ireland	United Kingdom	BT33
1545	2283	2014-12	-6.330973	54.448581999999995	On or near Pollock Mews	Anti-social behaviour	10	Pollock Dr	Lurgan	Craigavon	Northern Ireland	United Kingdom	BT66 8NZ
1546	4377	2015-05	-6.607228999999999	54.75496	On or near Market Street	Anti-social behaviour	23	Meeting St	Magherafelt	Magherafelt	Northern Ireland	United Kingdom	BT45 6BW
1547	2028	2016-11	-5.95085	54.596196	On or near 	Anti-social behaviour	12	Abyssinia St	Belfast	Belfast	Northern Ireland	United Kingdom	BT12 4LY
1548	2606	2015-10	-5.838655	54.850272	On or near Antiville Road	Anti-social behaviour	15	Antiville Rd	Larne	Larne	Northern Ireland	United Kingdom	BT40
1549	5686	2015-10	-7.309149000000001	54.979769999999995	On or near Windridge Drive	Anti-social behaviour	40	Windridge Dr	Londonderry	Derry	Northern Ireland	United Kingdom	BT47 2JN
1550	4496	2017-04	-6.341387999999999	54.159209999999995	On or near Highfields Avenue	Anti-social behaviour	21	Highfields Close	Newry	Newry and Mourne	Northern Ireland	United Kingdom	BT35 8UW
1551	328	2016-09	-6.743803999999999	54.637668999999995	On or near Church Street	Anti-social behaviour	73	A29	Cookstown	Cookstown	Northern Ireland	United Kingdom	BT80 8HZ
1552	1013	2016-11	-5.946280000000001	54.610117	On or near Shannon Court	Anti-social behaviour	2	Shannon Ct	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 6DN
1553	624	2015-06	-6.516756	54.811671	On or near Hunters Park	Anti-social behaviour	19-23	Hunters Park	Bellaghy	Magherafelt	Northern Ireland	United Kingdom	BT45 8JE
1554	4709	2016-03	-6.3731919999999995	54.445303	On or near Clonmeen	Anti-social behaviour	152	Clonmeen	Drumgor	Craigavon	Northern Ireland	United Kingdom	BT65 4AW
1555	5696	2015-10	-5.923546	54.551945999999994	On or near Castledillon Road	Anti-social behaviour	4	Castledillon Rd	Castlereagh	Castlereagh	Northern Ireland	United Kingdom	BT8
1556	3457	2015-12	-6.384578	54.469741000000006	On or near The Brambles	Anti-social behaviour	18-20	The Brambles		Craigavon	Northern Ireland	United Kingdom	BT66 6LP
1557	763	2015-10	-5.958929	54.688572	On or near Manse Green	Anti-social behaviour	2	Manse Green	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 5UP
1558	4802	2017-03	-6.68933	55.12246	On or near Wheatfield Avenue	Anti-social behaviour	33	Wheatfield Ave	Coleraine	Coleraine	Northern Ireland	United Kingdom	BT51 3RQ
1559	5801	2016-08	-5.929094	54.588862	On or near Oak Way	Anti-social behaviour	13	Oak Way	Belfast	Belfast	Northern Ireland	United Kingdom	BT7 1JE
1560	3053	2014-10	-6.391033999999999	54.449486	On or near 	Anti-social behaviour			Craigavon	Craigavon	Northern Ireland	United Kingdom	BT64 1AA
1561	2083	2015-08	-6.007162	54.54515	On or near Yew Tree Walk	Anti-social behaviour	5B	Seymour Hill Mews	Dunmurry	Lisburn	Northern Ireland	United Kingdom	BT17 9PW
1562	2443	2016-05	-7.300194	54.605854	On or near Mountjoy Road	Anti-social behaviour	9	Gortin Rd		Omagh	Northern Ireland	United Kingdom	BT79 7DH
1563	3008	2016-08	-5.931541	54.596433	On or near Donegall Square West	Anti-social behaviour	9	Donegall Square W	Belfast	Belfast	Northern Ireland	United Kingdom	BT1 6JH
1564	4292	2014-10	-7.315360000000001	55.04058199999999	On or near Oakbridge Park	Anti-social behaviour	31-33	Oakbridge Park	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 8QA
1565	1696	2016-10	-5.705956	54.580388	On or near Shackleton Walk	Anti-social behaviour	40	Shackleton Walk	Newtownards	Ards	Northern Ireland	United Kingdom	BT23 4RF
1566	1173	2017-01	-5.875501	54.59955	On or near Dundela Avenue	Anti-social behaviour	52	Wilgar St	Belfast	Belfast	Northern Ireland	United Kingdom	BT4 3BL
1567	3847	2015-09	-5.876648	54.70170400000001	On or near 	Anti-social behaviour	3	Tinamara	Greenisland	Carrickfergus	Northern Ireland	United Kingdom	BT38 8FE
1568	3043	2015-11	-6.946733	55.044768000000005	On or near Benbradagh Avenue	Anti-social behaviour	46-56	Benbradagh Ave	Limavady	Limavady	Northern Ireland	United Kingdom	BT49 9AP
1569	1074	2014-11	-5.955653	54.516679	On or near Glenside Avenue	Anti-social behaviour	1-7	Glenside Ave		Lisburn	Northern Ireland	United Kingdom	BT27 5LQ
1570	2837	2016-05	-7.352398	55.010693	On or near Grangemore Park	Anti-social behaviour	56	Grangemore Park	Londonderry	Derry	Northern Ireland	United Kingdom	BT48 0RY
1571	4922	2015-05	-5.955155	54.67880400000001	On or near Pembrooke Court	Anti-social behaviour	41	Pembrooke Ct	Glengormley	Newtownabbey	Northern Ireland	United Kingdom	BT36 5AD
1572	1990	2017-03	-6.487813	54.222387	On or near Drumleacht	Anti-social behaviour	8-2	Drumleacht	Whitecross	Newry and Mourne	Northern Ireland	United Kingdom	BT60 2SJ
1573	3775	2016-09	-5.9779279999999995	54.624316	On or near Springvale Gardens	Anti-social behaviour		Springvale Gardens	Belfast	Belfast	Northern Ireland	United Kingdom	BT14 8BH
